ComparisonID,Study1,Study2,AvgOddsRatio,ComparisonType
21272396 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0585091432756675,"Random patient, different studies"
21272396 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0411532893888849,"Random patient, different studies"
21272396 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0494001311470187,"Random patient, different studies"
21272396 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.063838576402781,"Random patient, different studies"
21272396 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0471663459816714,"Random patient, different studies"
21272396 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.9968725519358286,"Random patient, different studies"
21272396 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1047922800449954,"Random patient, different studies"
21272396 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0616035161852824,"Random patient, different studies"
21272396 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.008535914496527,"Random patient, different studies"
21272396 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.9867572329389225,"Random patient, different studies"
21272396 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,0.988471408540532,"Random patient, different studies"
21272396 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0169437362033722,"Random patient, different studies"
21272396 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0557589072177396,"Random patient, different studies"
21272396 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0872325833579748,"Random patient, different studies"
21272396 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1368442525149713,"Random patient, different studies"
21272396 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0116241769182244,"Random patient, different studies"
21272396 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0815541100434798,"Random patient, different studies"
21272396 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0284446753159935,"Random patient, different studies"
21272396 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0738127888447864,"Random patient, different studies"
21272396 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0729527881324663,"Random patient, different studies"
21272396 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0942894300951287,"Random patient, different studies"
21272396 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0781132306466528,"Random patient, different studies"
21272396 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0557589072177396,"Random patient, different studies"
21272396 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0051049545765012,"Random patient, different studies"
21272396 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0444173427197334,"Random patient, different studies"
21272396 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.046822704233915,"Random patient, different studies"
21272396 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,0.9968725519358286,"Random patient, different studies"
21272396 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0696850518424637,"Random patient, different studies"
21272396 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0722648085963207,"Random patient, different studies"
21272396 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.062635057911437,"Random patient, different studies"
21272396 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0171153535386201,"Random patient, different studies"
21272396 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0621192817924774,"Random patient, different studies"
21272396 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0762209462641397,"Random patient, different studies"
21272396 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0984211794930216,"Random patient, different studies"
21272396 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.066073834022947,"Random patient, different studies"
21272396 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0806938463601938,"Random patient, different studies"
21272396 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.005276491504277,"Random patient, different studies"
21272396 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0250110111584803,"Random patient, different studies"
21272396 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1046200670767954,"Random patient, different studies"
21272396 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0238093388984595,"Random patient, different studies"
21272396 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.054727645762454,"Random patient, different studies"
21272396 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0416686382237839,"Random patient, different studies"
31509843 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1328786410896612,"Random patient, different studies"
31509843 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.113232149145641,"Random patient, different studies"
31509843 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1044478552787769,"Random patient, different studies"
31509843 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0972160163174944,"Random patient, different studies"
31509843 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1346027438065576,"Random patient, different studies"
31509843 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1047922800449954,"Random patient, different studies"
31509843 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.110820471215946,"Random patient, different studies"
31509843 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1106482172857515,"Random patient, different studies"
31509843 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.152367822347935,"Random patient, different studies"
31509843 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1061700259182077,"Random patient, different studies"
31509843 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.102381404973464,"Random patient, different studies"
31509843 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1211578493717755,"Random patient, different studies"
31509843 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1220194878189167,"Random patient, different studies"
31509843 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1220194878189167,"Random patient, different studies"
31509843 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1263281192341936,"Random patient, different studies"
31509843 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0583372447640287,"Random patient, different studies"
31509843 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1030702030200934,"Random patient, different studies"
31509843 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1423626561900724,"Random patient, different studies"
31509843 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1099592132698326,"Random patient, different studies"
31509843 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1221918190215665,"Random patient, different studies"
31509843 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1084090227049967,"Random patient, different studies"
31509843 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.119434660304451,"Random patient, different studies"
31509843 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.097043854828821,"Random patient, different studies"
31509843 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1173669879884673,"Random patient, different studies"
31509843 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.097904673970246,"Random patient, different studies"
31509843 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1087535013043033,"Random patient, different studies"
31509843 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0696850518424637,"Random patient, different studies"
31509843 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.110820471215946,"Random patient, different studies"
31509843 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1006594917602075,"Random patient, different studies"
31509843 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1242598848013179,"Random patient, different studies"
31509843 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0822423420317535,"Random patient, different studies"
31509843 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0834467930188085,"Random patient, different studies"
31509843 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.094633716811061,"Random patient, different studies"
31509843 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.077253083850521,"Random patient, different studies"
31509843 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0972160163174944,"Random patient, different studies"
31509843 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1385686247454343,"Random patient, different studies"
31509843 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0435583404724635,"Random patient, different studies"
31509843 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.092223808047198,"Random patient, different studies"
31509843 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0851675366587235,"Random patient, different studies"
31509843 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.102381404973464,"Random patient, different studies"
31509843 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0977325078023314,"Random patient, different studies"
31509843 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0977325078023314,"Random patient, different studies"
37030589 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1597879918752003,"Random patient, different studies"
37030589 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0880930691761013,"Random patient, different studies"
37030589 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0323939658000152,"Random patient, different studies"
37030589 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.079833611900372,"Random patient, different studies"
37030589 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0934287337739261,"Random patient, different studies"
37030589 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0616035161852824,"Random patient, different studies"
37030589 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1006594917602075,"Random patient, different studies"
37030589 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.141155402833808,"Random patient, different studies"
37030589 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1382237409240605,"Random patient, different studies"
37030589 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.014541215896835,"Random patient, different studies"
37030589 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0898141285126925,"Random patient, different studies"
37030589 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1251216286514218,"Random patient, different studies"
37030589 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1227088196561206,"Random patient, different studies"
37030589 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1115094986418514,"Random patient, different studies"
37030589 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0996263999916656,"Random patient, different studies"
37030589 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0078496852286531,"Random patient, different studies"
37030589 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.059368653350835,"Random patient, different studies"
37030589 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.110475964526052,"Random patient, different studies"
37030589 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1028980017533068,"Random patient, different studies"
37030589 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1115094986418514,"Random patient, different studies"
37030589 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0906747020333925,"Random patient, different studies"
37030589 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1266728413709248,"Random patient, different studies"
37030589 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0996263999916656,"Random patient, different studies"
37030589 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1152994842740214,"Random patient, different studies"
37030589 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1156440565186456,"Random patient, different studies"
37030589 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.135119997470146,"Random patient, different studies"
37030589 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0722648085963207,"Random patient, different studies"
37030589 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1106482172857515,"Random patient, different studies"
37030589 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.141155402833808,"Random patient, different studies"
37030589 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0892977984332923,"Random patient, different studies"
37030589 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0384049396300954,"Random patient, different studies"
37030589 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.071232874346946,"Random patient, different studies"
37030589 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.090158354412673,"Random patient, different studies"
37030589 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1047922800449954,"Random patient, different studies"
37030589 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1525403598012691,"Random patient, different studies"
37030589 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.136671821737283,"Random patient, different studies"
37030589 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.059368653350835,"Random patient, different studies"
37030589 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.163239972493474,"Random patient, different studies"
37030589 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.109786965192023,"Random patient, different studies"
37030589 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1359821103449141,"Random patient, different studies"
37030589 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.139603304336547,"Random patient, different studies"
37030589 vs 94430339,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1130598788275787,"Random patient, different studies"
37178462 vs 10291856,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0818982236996144,"Random patient, different studies"
37178462 vs 10383017,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0732967849117223,"Random patient, different studies"
37178462 vs 15483818,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.025182683288315,"Random patient, different studies"
37178462 vs 20646778,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0272428398012565,"Random patient, different studies"
37178462 vs 21001771,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0911910601792256,"Random patient, different studies"
37178462 vs 21272396,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.008535914496527,"Random patient, different studies"
37178462 vs 31509843,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.1242598848013179,"Random patient, different studies"
37178462 vs 37030589,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0892977984332923,"Random patient, different studies"
37178462 vs 37178462,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0987655223574881,"Random patient, different studies"
37178462 vs 41773404,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,0.9979014555077829,"Random patient, different studies"
37178462 vs 50106280,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.05146226178082,"Random patient, different studies"
37178462 vs 50109639,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0877488713409444,"Random patient, different studies"
37178462 vs 65652206,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.104103435193249,"Random patient, different studies"
37178462 vs 67429065,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.059368653350835,"Random patient, different studies"
37178462 vs 68539908,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0944615728682678,"Random patient, different studies"
37178462 vs 70625336,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0028750805284576,"Random patient, different studies"
37178462 vs 70816595,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0392637668425821,"Random patient, different studies"
37178462 vs 77891596,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0536964263404078,"Random patient, different studies"
37178462 vs 86934089,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0397790771714475,"Random patient, different studies"
37178462 vs 90780976,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0836188621217855,"Random patient, different studies"
37178462 vs 94430339,ROSMAP-Mathys-2023,ROSMAP-Mathys-2024,1.0222644156574832,"Random patient, different studies"
37178462 vs 10291856,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1215025012374462,"Random patient, different studies"
37178462 vs 10383017,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1199516047292504,"Random patient, different studies"
37178462 vs 15483818,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1158163443970848,"Random patient, different studies"
37178462 vs 20646778,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1130598788275787,"Random patient, different studies"
37178462 vs 21001771,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.110820471215946,"Random patient, different studies"
37178462 vs 21272396,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.062635057911437,"Random patient, different studies"
37178462 vs 31509843,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.152367822347935,"Random patient, different studies"
37178462 vs 37030589,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1382237409240605,"Random patient, different studies"
37178462 vs 37178462,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0987655223574881,"Random patient, different studies"
37178462 vs 41773404,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0463072503661053,"Random patient, different studies"
37178462 vs 50106280,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0982490098155824,"Random patient, different studies"
37178462 vs 50109639,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.075532877914129,"Random patient, different studies"
37178462 vs 65652206,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1111649825878553,"Random patient, different studies"
37178462 vs 67429065,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1449498210753637,"Random patient, different studies"
37178462 vs 68539908,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1765344799336146,"Random patient, different studies"
37178462 vs 70625336,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.0526652489496735,"Random patient, different studies"
37178462 vs 70816595,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.165484011548427,"Random patient, different studies"
37178462 vs 77891596,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1170223923280374,"Random patient, different studies"
37178462 vs 86934089,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1297755514490848,"Random patient, different studies"
37178462 vs 90780976,ROSMAP-Mathys-2024,ROSMAP-Mathys-2023,1.1259834017827017,"Random patient, different studies"
